sl,text,aspect,sentiment,Issues,Battery,External,Internal,Screen,Service,Software
643,"The driver updates do n't fix the issue , very frustrating .",driver updates,-1,Software,0,0,0,0,0,1
644,I will never go back to Windows !,Windows,-1,Software,0,0,0,0,0,1
647,"Bigger HD , better graphics card , and a bid HD .",HD,1,Battery,1,0,0,0,0,0
648,"Bigger HD , better graphics card , and a bid HD .",HD,1,Battery,1,0,0,0,0,0
649,"Bigger HD , better graphics card , and a bid HD .",graphics card,1,Internal,0,0,1,0,0,0
650,The built in camera is very useful when chatting with other techs in remote buildings on our campus .,built in camera,1,Internal,0,0,1,0,0,0
651,"Mine came at $ 1,700 w/o a DVD burner -LRB- ! -RRB- .",DVD burner,-1,External,0,1,0,0,0,0
652,The DVD burner broke after burning 3 DVD 'd during that time !,DVD burner,-1,External,0,1,0,0,0,0
654,But you must get the 15 inch .,15 inch,1,Screen,0,0,0,1,0,0
656,"Overall the computer is very easy to use , the screen is perfect , great computer , my daughter loves .",screen,1,Screen,0,0,0,1,0,0
658,The casing of the power cord fried and shocked my husband when he pulled it out of the socket .,casing of the power cord,-1,Battery,1,0,0,0,0,0
659,It does not keep internet signals no matter where you bring it .,internet signals,-1,Internal,0,0,1,0,0,0
660,It 's a great product for a great price !,price,1,Service,0,0,0,0,1,0
661,"Again , the same problem , the right speaker did not work .",right speaker,-1,External,0,1,0,0,0,0
662,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates .,software,1,Software,0,0,0,0,0,1
663,But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates .,updates,1,Software,0,0,0,0,0,1
666,Keyboard good sized and wasy to use .,Keyboard,1,External,0,1,0,0,0,0
668,HP said it was out of warranty .,warranty,0,Service,0,0,0,0,1,0
669,"I never had this kind of quality issue with Dell -LRB- not to say Dell is that great -RRB- , not with a brand new laptop .",quality,-1,Service,0,0,0,0,1,0
670,wonderful features .,features,1,Internal,0,0,1,0,0,0
671,I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all .,recovery disk,-1,Software,0,0,0,0,0,1
672,Im glad that it has such great features in it .,features,1,Internal,0,0,1,0,0,0
673,I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well .,programs,1,Software,0,0,0,0,0,1
676,Great wifi too .,wifi,1,Internal,0,0,1,0,0,0
678,"Only a few days after I received the computer back , the screen froze again .",screen,-1,Screen,0,0,0,1,0,0
681,"Great OS , fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port .",OS,1,Software,0,0,0,0,0,1
684,The lcd screen stopped working on mine after 10 months .,lcd screen,-1,Screen,0,0,0,1,0,0
686,although its windows vista compared to windows xp sucks .,windows vista,-1,Software,0,0,0,0,0,1
687,although its windows vista compared to windows xp sucks .,windows xp,1,Software,0,0,0,0,0,1
688,"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",Vista,-1,Software,0,0,0,0,0,1
689,"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",Adobe Flash player,-1,Software,0,0,0,0,0,1
690,"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",Internet Explore,-1,Software,0,0,0,0,0,1
691,"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",Windows update,-1,Software,0,0,0,0,0,1
692,"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update .",update,-1,Software,0,0,0,0,0,1
693,with the switch being at the top you need to memorize the key combination rather than just flicking a switch .,switch,-1,External,0,1,0,0,0,0
694,with the switch being at the top you need to memorize the key combination rather than just flicking a switch .,switch,-1,External,0,1,0,0,0,0
696,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,hardrive,-1,Internal,0,0,1,0,0,0
697,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,touch control buttons,-1,External,0,1,0,0,0,0
698,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard !,keyboard,-1,External,0,1,0,0,0,0
699,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance .,performance,1,Software,0,0,0,0,0,1
700,"The computer runs very fast with no problems and the iLife software that comes with it -LRB- iPhoto , iMovie , iWeb , iTunes , GarageBand -RRB- is all very helpful as well .",iLife software,1,Software,0,0,0,0,0,1
701,"The computer runs very fast with no problems and the iLife software that comes with it -LRB- iPhoto , iMovie , iWeb , iTunes , GarageBand -RRB- is all very helpful as well .",iPhoto,1,Software,0,0,0,0,0,1
707,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again .,system board,-1,Internal,0,0,1,0,0,0
708,"Until I bought the Dell , I thought you just looked for what you wanted -LRB- size , software , options , hardware -RRB- and purchase the best deal you could find .",size,0,Screen,0,0,0,1,0,0
709,"Until I bought the Dell , I thought you just looked for what you wanted -LRB- size , software , options , hardware -RRB- and purchase the best deal you could find .",software,0,Software,0,0,0,0,0,1
710,"Until I bought the Dell , I thought you just looked for what you wanted -LRB- size , software , options , hardware -RRB- and purchase the best deal you could find .",hardware,0,External,0,1,0,0,0,0
711,"It has plenty of memory , lots of hard drive , and great graphics .",memory,1,Internal,0,0,1,0,0,0
712,"It has plenty of memory , lots of hard drive , and great graphics .",hard drive,1,Internal,0,0,1,0,0,0
713,"It has plenty of memory , lots of hard drive , and great graphics .",graphics,1,Internal,0,0,1,0,0,0
714,It did n't take me long to get switched over to the Mac computer programs and navigation - it 's been just fine and like the way this laptop functions much better .,programs,1,Software,0,0,0,0,0,1
716,"However , my girlfriend realized that the netbook 's hinge is a bit loose -LRB- when you open or close the LCD -RRB- .",hinge,-1,Screen,0,0,0,1,0,0
717,"However , my girlfriend realized that the netbook 's hinge is a bit loose -LRB- when you open or close the LCD -RRB- .",LCD,0,Screen,0,0,0,1,0,0
718,My problem was with DELL Customer Service .,DELL Customer Service,-1,Service,0,0,0,0,1,0
720,Design : very durable .,Design,1,External,0,1,0,0,0,0
721,It is easy to go from one keyboard to another .,keyboard,0,External,0,1,0,0,0,0
722,Has a 5-6 hour battery life .,battery life,0,Battery,1,0,0,0,0,0
723,My ONLY issues are : 1 -RRB- the screen/video resolution wo n't increase to a higher resolution then 1024 x 60,screen/video resolution,-1,Screen,0,0,0,1,0,0
724,My ONLY issues are : 1 -RRB- the screen/video resolution wo n't increase to a higher resolution then 1024 x 60,resolution,-1,Screen,0,0,0,1,0,0
725,"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",applications,0,Software,0,0,0,0,0,1
727,"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",Final Cut Pro 7,0,Software,0,0,0,0,0,1
728,"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",Photoshop,0,Software,0,0,0,0,0,1
729,"I run Dreamweaver , Final Cut Pro 7 , Photoshop , Safari , Firefox , MSN Messenger and a few other applications constantly at the same time .",Safari,0,Software,0,0,0,0,0,1
732,"I was told by many that it was a great computer , but we got one of these , and it worked great for one year , and as soon as the warrenty was up , then it got really bad .",warrenty,-1,Service,0,0,0,0,1,0
733,Ive had to call tech support many times .,tech support,0,Service,0,0,0,0,1,0
735,"The Apple applications -LRB- ex . iPhoto -RRB- are fun , easy , and really cool to use -LRB- unlike the competition -RRB- !",iPhoto,1,Software,0,0,0,0,0,1
737,"I paid for extra memory and the 17-inch screen , as well as the top of the line DVD and CD burners .",memory,0,Internal,0,0,1,0,0,0
738,"I paid for extra memory and the 17-inch screen , as well as the top of the line DVD and CD burners .",17-inch screen,0,Screen,0,0,0,1,0,0
739,"I paid for extra memory and the 17-inch screen , as well as the top of the line DVD and CD burners .",DVD,1,External,0,1,0,0,0,0
740,"I paid for extra memory and the 17-inch screen , as well as the top of the line DVD and CD burners .",CD burners,1,External,0,1,0,0,0,0
741,"Its pretty fast and does not have hiccups while I am using it for web browsing , uploading photos , watching movies -LRB- 720p -RRB- on occasion and creating presentations .",web browsing,1,Software,0,0,0,0,0,1
745,"Quality Display I love HP , , it 's the only computer/printer we will buy .",Quality Display,1,Screen,0,0,0,1,0,0
746,"Despite the inconvenient weight , I opted for the 12 cell battery .",12 cell battery,1,Battery,1,0,0,0,0,0
747,The case is carved out of a single block of aluminum .,case,0,External,0,1,0,0,0,0
748,First it burned or fused the power adapter plug .,power adapter plug,-1,Battery,1,0,0,0,0,0
749,"the features are great , the only thing it needs is better speakers .",features,1,Internal,0,0,1,0,0,0
750,"the features are great , the only thing it needs is better speakers .",speakers,-1,External,0,1,0,0,0,0
751,"It was still working , but there was nothing on the screen .",screen,-1,Screen,0,0,0,1,0,0
754,"- Called headquarters again , they report that TFT panel is broken , should be fixed by the end of the week -LRB- week 3 -RRB- .",TFT panel,-1,Screen,0,0,0,1,0,0
756,"Navigation through the computer is far superior compared to Windows operating systems , as well .",Windows operating systems,-1,Software,0,0,0,0,0,1
757,"The screen is framed by half - to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",screen,-1,Screen,0,0,0,1,0,0
758,"The screen is framed by half - to a full-inch margin that is obviously unnecessary , reduces the screen size and increases the bulk .",screen size,-1,Screen,0,0,0,1,0,0
760,"Though the picture , video , and music software is nowhere close to professional grade software Im used to -LRB- CS5 -RRB- but does the job for beginner and even intermediate media designers .",music software,-1,Software,0,0,0,0,0,1
761,"Though the picture , video , and music software is nowhere close to professional grade software Im used to -LRB- CS5 -RRB- but does the job for beginner and even intermediate media designers .",software,1,Software,0,0,0,0,0,1
764,The much lauded combined touch pad and clicker is a nightmare .,combined touch pad and clicker,-1,External,0,1,0,0,0,0
767,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges .,Windows,-1,Software,0,0,0,0,0,1
768,I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges .,screen hinges,-1,Screen,0,0,0,1,0,0
769,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE .,BATTERY,-1,Battery,1,0,0,0,0,0
770,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE .,SERVICE,-1,Service,0,0,0,0,1,0
771,and plenty of storage with 250 gb -LRB- though I will upgrade this and the ram . . -RRB-,storage,1,External,0,1,0,0,0,0
772,and plenty of storage with 250 gb -LRB- though I will upgrade this and the ram . . -RRB-,ram,0,Internal,0,0,1,0,0,0
773,"No temporary replacement , they are out of replacements because `` many computers had problems with the Nvidia chipset '' - Inquired status of repair .",Nvidia chipset,-1,External,0,1,0,0,0,0
774,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty .,extended warranty,0,Service,0,0,0,0,1,0
775,"Programs would crash all the time , and it turned out to be a very unstable , unreliable laptop for me .",Programs,-1,Software,0,0,0,0,0,1
776,I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSE N'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,CHARGE TIME,-1,Battery,1,0,0,0,0,0
777,"Also , because of the size and consistancy of the laptop computer , some websites would n't even attempt to work on the computer because of browser problems .",size,-1,Screen,0,0,0,1,0,0
780,Keyboard is reasonable size .,Keyboard,1,External,0,1,0,0,0,0
781,Keyboard is reasonable size .,size,1,Screen,0,0,0,1,0,0
783,Fan noise : The fan made a constant hissing noise in the background .,Fan,-1,External,0,1,0,0,0,0
784,Fan noise : The fan made a constant hissing noise in the background .,fan,-1,External,0,1,0,0,0,0
785,"The screen is bright and clear , the operating system is solid and friendly to a novice .",screen,1,Screen,0,0,0,1,0,0
786,"The screen is bright and clear , the operating system is solid and friendly to a novice .",operating system,1,Software,0,0,0,0,0,1
787,It has a .1 ghz faster processor and a stock 500gb hard drive .,processor,1,Internal,0,0,1,0,0,0
790,"Finally , the biggest problem has been tech support .",tech support,-1,Service,0,0,0,0,1,0
793,"-LRB- I had been a Windows/Linux user before this -RRB- I love the size because the screen is big enough for what I use it for -LRB- Internet , artwork -RRB- , and yet it is small enough to be reasonably portable .",size,1,Screen,0,0,0,1,0,0
794,"-LRB- I had been a Windows/Linux user before this -RRB- I love the size because the screen is big enough for what I use it for -LRB- Internet , artwork -RRB- , and yet it is small enough to be reasonably portable .",screen,1,Screen,0,0,0,1,0,0
795,"-LRB- I had been a Windows / Linux user before this -RRB- I love the size because the screen is big enough for what I use it for -LRB- Internet , artwork -RRB- , and yet it is small enough to be reasonably portable .",Windows,0,Software,0,0,0,0,0,1
796,"-LRB- I had been a Windows / Linux user before this -RRB- I love the size because the screen is big enough for what I use it for -LRB- Internet , artwork -RRB- , and yet it is small enough to be reasonably portable .",Linux,0,Software,0,0,0,0,0,1
798,Very good quality and well made .,quality,1,Service,0,0,0,0,1,0
799,"I bought a Logitech desktop set in anticipation for using with the MBP , but I use the touchpad 90 % of the time .",touchpad,1,Internal,0,0,1,0,0,0
800,my niece and nephew have played a few web games and it runs anything that does n't require a dedicated video card .,video card,0,Software,0,0,0,0,0,1
801,It had the full sized touch pad with 2 buttons instead of just one .,touch pad,0,Internal,0,0,1,0,0,0
802,"Typically , when I purchase a new laptop I always end up using an external mouse for convenience .",external mouse,0,External,0,1,0,0,0,0
806,Then the hard drive failed ;,hard drive,-1,Internal,0,0,1,0,0,0
809,of course my warranty runs out next month .,warranty,0,Service,0,0,0,0,1,0
810,The capabilities using that program alone made me want a Mac .,program,1,Software,0,0,0,0,0,1
812,"-LRB- If you ever see the spinning beachball come up when you think it should n't , check the `` Activity Monitor '' app to see if the disk throughput has temporarily dropped to zero .",spinning beachball,-1,Software,0,0,0,0,0,1
816,The battery has never worked well .,battery,-1,Battery,1,0,0,0,0,0
818,The only problem is a lack of screen resolutions !,screen resolutions,-1,Screen,0,0,0,1,0,0
820,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on .,keyboard,-1,External,0,1,0,0,0,0
821,Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on .,edges,-1,Screen,0,0,0,1,0,0
822,"It has many great programs , such as ILife , iPhotos and others .",programs,1,Software,0,0,0,0,0,1
825,"The processor went on me , the fan went and the motherboard went .",processor,-1,Internal,0,0,1,0,0,0
826,"The processor went on me , the fan went and the motherboard went .",fan,-1,External,0,1,0,0,0,0
827,"The processor went on me , the fan went and the motherboard went .",motherboard,-1,Internal,0,0,1,0,0,0
829,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door .,performance,1,Software,0,0,0,0,0,1
834,"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",Word,-1,Software,0,0,0,0,0,1
835,"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",Excel,-1,Software,0,0,0,0,0,1
836,"Even though it is running Snow Leopard , 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel .",spinning wheel,-1,External,0,1,0,0,0,0
837,There is no number pad to the right of the keyboard which is a bummer .,pad,-1,External,0,1,0,0,0,0
838,There is no number pad to the right of the keyboard which is a bummer .,keyboard,-1,External,0,1,0,0,0,0
839,After 20-30 min the screen of the notebook switched off .,screen,-1,Screen,0,0,0,1,0,0
840,"If upgrade is possible to the full Windows 7 , then I will truly be a very happy geek .",Windows 7,1,Software,0,0,0,0,0,1
841,"I was originally concerned that I could n't view work I had done in college on my Mac because of the PC formatting , but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs .",programs,1,Software,0,0,0,0,0,1
844,10 hours of battery life is really something else ...,battery life,1,Battery,1,0,0,0,0,0
847,"All the programs are easy and straight forward on my MacBook Pro , it is clean and organized , which I always strive to be myself .",programs,1,Software,0,0,0,0,0,1
848,I reinstalled windows through the recovery discs and everything seemed good again .,windows,1,Software,0,0,0,0,0,1
850,"Windows 7 Starter is terrific -LRB- no you ca n't change the background -RRB- but I do n't need to , I use it just for school work .",Windows 7 Starter,1,Software,0,0,0,0,0,1
851,Support has been lackluster and now I just want a refund .,Support,-1,Service,0,0,0,0,1,0
852,"First of all , they had no record of me having the 3 year warranty I 'd paid almost $ 400 for , and I had to call in , spend hours on their online chat service , and fax in multiple documents .",warranty,-1,Service,0,0,0,0,1,0
854,'' > iPhoto is probably the best program I have ever worked with : easy and convenient .,iPhoto,1,Software,0,0,0,0,0,1
856,My laptop now has no battery .,battery,-1,Battery,1,0,0,0,0,0
858,It made the computer much easier to use and navigate .,navigate,1,Software,0,0,0,0,0,1
859,": - -RRB- If you buy this - do n't go into it expecting 7 hrs of battery life , and you 'll be perfectly satisfied .",battery life,-1,Battery,1,0,0,0,0,0
860,"Needs longer lasting battery , More than 1 to 2 Hrs .",battery,-1,Battery,1,0,0,0,0,0
861,in May I started having problems with the USB ports not working .,USB ports,-1,External,0,1,0,0,0,0
862,10 plus hours of battery ...,battery,1,Battery,1,0,0,0,0,0
864,"The design is awesome , quality is unprecedented .",quality,1,Service,0,0,0,0,1,0
868,"the touch pad is fine - again , it 's a real touch pad .",touch pad,1,Internal,0,0,1,0,0,0
869,"the touch pad is fine - again , it 's a real touch pad .",touch pad,1,Internal,0,0,1,0,0,0
872,It 's wonderful for computer gaming .,gaming,1,Software,0,0,0,0,0,1
873,You have to toss out the wifi card and replace it just to have any sort of network capability .,network capability,-1,Internal,0,0,1,0,0,0
874,You have to toss out the wifi card and replace it just to have any sort of network capability .,wifi card,-1,Internal,0,0,1,0,0,0
877,"The flaws are , this computer is not for computer gamers because of the OS X .",OS X,-1,Software,0,0,0,0,0,1
879,They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states .,customer service agents,-1,Service,0,0,0,0,1,0
880,I was also able to install and use my Photoshop and AfterEffects programs easily .,Photoshop,1,Software,0,0,0,0,0,1
883,Then after paying for it to be examined I was told it was same problem cited on website but I 'd have to pay anyways since it was past warrenty .,warrenty,-1,Service,0,0,0,0,1,0
884,I 'm already hooked on the sleek look and dependability that this laptop has shown .,look,1,External,0,1,0,0,0,0
887,I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I do n't run accross a situation like this again !,warranty,0,Service,0,0,0,0,1,0
888,It has all the features that are necessary for college and if not they are able to be added onto the computer .,features,1,Internal,0,0,1,0,0,0
889,"I 've owned this labtop for less then two months , already the mouse button has broke .",mouse button,-1,External,0,1,0,0,0,0
890,"It did fairly well , other than it 's poor performance , overheating and occational blue screen .",performance,-1,Software,0,0,0,0,0,1
891,"The touchpad is very intuitive , so much so that I never want to use buttons to click again !",touchpad,1,Internal,0,0,1,0,0,0
892,"The touchpad is very intuitive , so much so that I never want to use buttons to click again !",buttons,0,External,0,1,0,0,0,0
893,tons of bloatware and junk programs .,programs,-1,Software,0,0,0,0,0,1
894,lots of extra space but the keyboard is ridiculously small .,space,1,Internal,0,0,1,0,0,0
895,lots of extra space but the keyboard is ridiculously small .,keyboard,-1,External,0,1,0,0,0,0
896,It 's so bad that I 'm thinking I only got half a battery or something .,battery,-1,Battery,1,0,0,0,0,0
897,"Good keyboard , long battery life , largest hard drive and windows 7 .",keyboard,1,External,0,1,0,0,0,0
898,"Good keyboard , long battery life , largest hard drive and windows 7 .",battery life,1,Battery,1,0,0,0,0,0
899,"Good keyboard , long battery life , largest hard drive and windows 7 .",hard drive,1,Internal,0,0,1,0,0,0
900,"Good keyboard , long battery life , largest hard drive and windows 7 .",windows 7,1,Software,0,0,0,0,0,1
901,The processor is very quick and effective as I load webpages and applications .,processor,1,Internal,0,0,1,0,0,0
902,The processor is very quick and effective as I load webpages and applications .,applications,0,Software,0,0,0,0,0,1
905,My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars !,battery,-1,Battery,1,0,0,0,0,0
906,"It pretty much does everything we could ever need , and looks great to boot .",boot,1,Software,0,0,0,0,0,1
907,"As a lifelong Windows user , I was extremely pleased to make the change to Mac .",Windows,-1,Software,0,0,0,0,0,1
911,"I wiped nearly everything off of it , installed OpenOffice and Firefox , and I am operating an incredibly efficient and useful machine for a great price .",price,1,Service,0,0,0,0,1,0
912,"Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .",quality,-1,Service,0,0,0,0,1,0
913,"Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .",performance,-1,Software,0,0,0,0,0,1
914,"Overall I feel this netbook was poor quality , had poor performance , although it did have great battery life when it did work .",battery life,1,Battery,1,0,0,0,0,0
918,It also does not have bluetooth .,bluetooth,-1,Internal,0,0,1,0,0,0
920,great battery life .,battery life,1,Battery,1,0,0,0,0,0
921,The real stand out on this computer is the feel of the keyboard and it 's speed .,keyboard,1,External,0,1,0,0,0,0
924,"At first , the computer seemed a great deal -- seemingly high-end specs for a low , low price .",price,1,Service,0,0,0,0,1,0
925,Delivery was early too .,Delivery,1,Service,0,0,0,0,1,0
927,Love the stability of the Mac software and operating system .,Mac software,1,Software,0,0,0,0,0,1
928,Love the stability of the Mac software and operating system .,operating system,1,Software,0,0,0,0,0,1
929,And that probably explains why I 've already had my SATA controller go bad within a year of buying it .,SATA controller,-1,External,0,1,0,0,0,0
930,It 's also very capable of doing moderate video editing -LRB- although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing -RRB- .,video editing,1,Software,0,0,0,0,0,1
931,It 's also very capable of doing moderate video editing -LRB- although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing -RRB- .,performance,-1,Software,0,0,0,0,0,1
932,It 's also very capable of doing moderate video editing -LRB- although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing -RRB- .,mobile video editing,0,Software,0,0,0,0,0,1
933,My main reason to convert was the imovie program .,imovie program,1,Software,0,0,0,0,0,1
934,It has a faster processor and more ram .,processor,1,Internal,0,0,1,0,0,0
935,It has a faster processor and more ram .,ram,1,Internal,0,0,1,0,0,0
936,"Laptops are usually used on the go , so why not give you a better battery ?",battery,-1,Battery,1,0,0,0,0,0
938,And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles .,warranty,1,Service,0,0,0,0,1,0
939,I still have that stupid bluetooth mouse to !,bluetooth mouse,-1,External,0,1,0,0,0,0
940,"Would like more trendy , high tech features .",features,-1,Internal,0,0,1,0,0,0
941,Keyboard is great but primary and secondary control buttons could be more durable .,Keyboard,1,External,0,1,0,0,0,0
942,Keyboard is great but primary and secondary control buttons could be more durable .,control buttons,-1,Internal,0,0,1,0,0,0
943,"I got it back again and was told the motherboard had been replaced , so I was now on the SECOND motherboard within 3 months .",motherboard,-1,Internal,0,0,1,0,0,0
944,"I got it back again and was told the motherboard had been replaced , so I was now on the SECOND motherboard within 3 months .",motherboard,-1,Internal,0,0,1,0,0,0
946,Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance -LRB- 2.3 GHz v/s 2.4 GHz -RRB- .,performance,0,Software,0,0,0,0,0,1
947,"They say it could be the motherboard again , but Dell",motherboard,-1,Internal,0,0,1,0,0,0
950,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3 .,system memory,-1,External,0,1,0,0,0,0
951,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3 .,radeon 5850,-1,Internal,0,0,1,0,0,0
954,"Not only are the versions of these programs able to be saved , worked on and opened on both a PC and Mac , the versions of these programs on a Mac are graphically and functionally superior .",programs,1,Software,0,0,0,0,0,1
955,"Not only are the versions of these programs able to be saved , worked on and opened on both a PC and Mac , the versions of these programs on a Mac are graphically and functionally superior .",programs,1,Software,0,0,0,0,0,1
957,Awesome laptop and the perfect size to carry around in college .,size,1,Screen,0,0,0,1,0,0
958,"A MONTH LATER , we reinstall the OS (Vista) .",OS (Vista),-1,Software,0,0,0,0,0,1
959,"Some problems can be fixed if you purchase new software , but there is no guarentee .",software,-1,Software,0,0,0,0,0,1
960,My real problem with it ? The statement of 7 hour battery life is not just mere exaggeration -- it 's a lie .,battery life,-1,Battery,1,0,0,0,0,0
961,The battery life is also relatively good .,battery life,1,Battery,1,0,0,0,0,0
962,"I definitely suggest getting an extended warranty , you will probably need it !",extended warranty,1,Service,0,0,0,0,1,0
963,"I have found it very easy to use , very imformative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .",features,1,Internal,0,0,1,0,0,0
964,"I have found it very easy to use , very imformative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .",programs,1,Software,0,0,0,0,0,1
967,"I do n't have stupid pop up windows -LRB- even when I have pop ups blocked -RRB- , I do n't have to wait 5 minutes for a webpage to download , and best of all I can run all the web programming software I need to use all at once without slowing me down .",web programming software,1,Software,0,0,0,0,0,1
969,Memory is upgradable .,Memory,1,External,0,1,0,0,0,0
970,"Web access through the 3G network is so slow , it 's very frustrating and VERY DISAPPOINTING .",3G network,-1,Internal,0,0,1,0,0,0
971,"Web access through the 3G network is so slow , it 's very frustrating and VERY DISAPPOINTING .",Web access,-1,Software,0,0,0,0,0,1
972,The large screen also helps when you are working in design based programs like Adobe Creative Suite .,screen,1,Screen,0,0,0,1,0,0
974,The large screen also helps when you are working in design based programs like Adobe Creative Suite .,Adobe Creative Suite,0,Software,0,0,0,0,0,1
976,This is my first Dell I heard their customer service was lacking and that they were working on improving it !,customer service,-1,Service,0,0,0,0,1,0
977,As well as having the plug in the computer come loose .,plug,-1,Battery,1,0,0,0,0,0
979,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications .,applications,0,Software,0,0,0,0,0,1
981,I love the keyboard .,keyboard,1,External,0,1,0,0,0,0
982,"I use iphoto all the time , which is a great program for anyone who is into photography - amateurs and experts alike .",iphoto,1,Software,0,0,0,0,0,1
983,"I use iphoto all the time , which is a great program for anyone who is into photography - amateurs and experts alike .",program,1,Software,0,0,0,0,0,1
986,I was said it 's videocard .,videocard,-1,Internal,0,0,1,0,0,0
987,For the price and what I get out of it has exceeded my expectations .,price,1,Service,0,0,0,0,1,0
988,"If your time is worth anything to you , if you are tired of rebooting , reformatting , reinstalling , trying to find drivers , if you want a computer to work for you for a change , make the change to this computer .",drivers,-1,Internal,0,0,1,0,0,0
989,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard .,speakers,-1,External,0,1,0,0,0,0
990,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard .,keyboard,0,External,0,1,0,0,0,0
993,"Setting would change for some reason , the screen size would change on it 's own , like the pixel sizes and whatnot .",screen size,-1,Screen,0,0,0,1,0,0
